Time,Interval Start,Interval End,Market,Location,Location Type,LMP,Energy,Congestion,Loss
2022-10-10 00:00:00-07:00,2022-10-10 00:00:00-07:00,2022-10-10 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,74.09917,76.99415,0.0,-2.89498
2022-10-10 01:00:00-07:00,2022-10-10 01:00:00-07:00,2022-10-10 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.17475,69.84274,0.0,-2.66799
2022-10-10 02:00:00-07:00,2022-10-10 02:00:00-07:00,2022-10-10 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.27242,68.76159,0.0,-2.48917
2022-10-10 03:00:00-07:00,2022-10-10 03:00:00-07:00,2022-10-10 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.1984,68.55675,0.0,-2.35835
2022-10-10 04:00:00-07:00,2022-10-10 04:00:00-07:00,2022-10-10 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.38045,68.88797,0.0,-2.50752
2022-10-10 05:00:00-07:00,2022-10-10 05:00:00-07:00,2022-10-10 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,71.79957,74.58146,0.0,-2.78189
2022-10-10 06:00:00-07:00,2022-10-10 06:00:00-07:00,2022-10-10 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,82.50865,85.42153,0.0,-2.91287
2022-10-10 07:00:00-07:00,2022-10-10 07:00:00-07:00,2022-10-10 08:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,77.23029,80.39797,0.0,-3.16768
2022-10-10 08:00:00-07:00,2022-10-10 08:00:00-07:00,2022-10-10 09:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,59.55,63.04923,0.0,-3.49923
2022-10-10 09:00:00-07:00,2022-10-10 09:00:00-07:00,2022-10-10 10:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,52.74261,58.57429,-1.90135,-3.93033
2022-10-10 10:00:00-07:00,2022-10-10 10:00:00-07:00,2022-10-10 11:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,50.21264,56.93554,-2.70326,-4.01965
2022-10-10 11:00:00-07:00,2022-10-10 11:00:00-07:00,2022-10-10 12:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,50.14299,56.20145,-2.02881,-4.02964
2022-10-10 12:00:00-07:00,2022-10-10 12:00:00-07:00,2022-10-10 13:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,50.89507,57.01825,-1.99506,-4.12812
2022-10-10 13:00:00-07:00,2022-10-10 13:00:00-07:00,2022-10-10 14:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,53.97692,60.36756,-1.97174,-4.41891
2022-10-10 14:00:00-07:00,2022-10-10 14:00:00-07:00,2022-10-10 15:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,57.44656,64.12183,-2.06491,-4.61036
2022-10-10 15:00:00-07:00,2022-10-10 15:00:00-07:00,2022-10-10 16:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,60.83297,66.89484,-0.97786,-5.08401
2022-10-10 16:00:00-07:00,2022-10-10 16:00:00-07:00,2022-10-10 17:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.8298,73.30574,0.0,-5.47594
2022-10-10 17:00:00-07:00,2022-10-10 17:00:00-07:00,2022-10-10 18:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,86.47059,91.91176,0.0,-5.44118
2022-10-10 18:00:00-07:00,2022-10-10 18:00:00-07:00,2022-10-10 19:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,102.28919,107.72953,0.0,-5.44034
2022-10-10 19:00:00-07:00,2022-10-10 19:00:00-07:00,2022-10-10 20:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,90.34535,94.81094,0.0,-4.4656
2022-10-10 20:00:00-07:00,2022-10-10 20:00:00-07:00,2022-10-10 21:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,84.72,89.61552,-0.54917,-4.34635
2022-10-10 21:00:00-07:00,2022-10-10 21:00:00-07:00,2022-10-10 22:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,82.35512,86.14552,0.0,-3.7904
2022-10-10 22:00:00-07:00,2022-10-10 22:00:00-07:00,2022-10-10 23:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,79.46473,83.34878,0.0,-3.88405
2022-10-10 23:00:00-07:00,2022-10-10 23:00:00-07:00,2022-10-11 00:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,70.9466,74.27408,0.0,-3.32748
2022-10-11 00:00:00-07:00,2022-10-11 00:00:00-07:00,2022-10-11 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,68.00178,70.52664,0.0,-2.52485
2022-10-11 01:00:00-07:00,2022-10-11 01:00:00-07:00,2022-10-11 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.33286,68.68178,0.0,-2.34892
2022-10-11 02:00:00-07:00,2022-10-11 02:00:00-07:00,2022-10-11 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.2755,67.52405,0.0,-2.24855
2022-10-11 03:00:00-07:00,2022-10-11 03:00:00-07:00,2022-10-11 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.09091,67.34007,0.0,-2.24916
2022-10-11 04:00:00-07:00,2022-10-11 04:00:00-07:00,2022-10-11 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.30452,68.73071,0.0,-2.42619
2022-10-11 05:00:00-07:00,2022-10-11 05:00:00-07:00,2022-10-11 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,77.16797,79.98338,0.0,-2.81541
2022-10-11 06:00:00-07:00,2022-10-11 06:00:00-07:00,2022-10-11 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,91.78907,95.06895,0.0,-3.27988
2022-10-11 07:00:00-07:00,2022-10-11 07:00:00-07:00,2022-10-11 08:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,90.00879,94.86304,-1.09767,-3.75658
2022-10-11 08:00:00-07:00,2022-10-11 08:00:00-07:00,2022-10-11 09:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.55595,72.08457,-3.10263,-4.42599
2022-10-11 09:00:00-07:00,2022-10-11 09:00:00-07:00,2022-10-11 10:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,54.57471,66.3882,-7.12648,-4.68701
2022-10-11 10:00:00-07:00,2022-10-11 10:00:00-07:00,2022-10-11 11:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,49.85358,63.33186,-8.78539,-4.69289
2022-10-11 11:00:00-07:00,2022-10-11 11:00:00-07:00,2022-10-11 12:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,45.92812,60.42772,-9.77415,-4.72545
2022-10-11 12:00:00-07:00,2022-10-11 12:00:00-07:00,2022-10-11 13:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,48.63323,61.06129,-7.81182,-4.61623
2022-10-11 13:00:00-07:00,2022-10-11 13:00:00-07:00,2022-10-11 14:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,56.39943,65.56089,-4.03459,-5.12686
2022-10-11 14:00:00-07:00,2022-10-11 14:00:00-07:00,2022-10-11 15:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,60.05,69.27206,-3.72879,-5.49327
2022-10-11 15:00:00-07:00,2022-10-11 15:00:00-07:00,2022-10-11 16:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,66.96,73.82609,-1.32175,-5.54434
2022-10-11 16:00:00-07:00,2022-10-11 16:00:00-07:00,2022-10-11 17:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,76.44552,82.59916,0.0,-6.15364
2022-10-11 17:00:00-07:00,2022-10-11 17:00:00-07:00,2022-10-11 18:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,95.41018,101.28469,0.0,-5.87451
2022-10-11 18:00:00-07:00,2022-10-11 18:00:00-07:00,2022-10-11 19:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,114.62984,120.22007,0.0,-5.59023
2022-10-11 19:00:00-07:00,2022-10-11 19:00:00-07:00,2022-10-11 20:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,97.34745,102.05205,0.0,-4.7046
2022-10-11 20:00:00-07:00,2022-10-11 20:00:00-07:00,2022-10-11 21:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,91.49434,95.93619,0.0,-4.44185
2022-10-11 21:00:00-07:00,2022-10-11 21:00:00-07:00,2022-10-11 22:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,87.09076,91.21361,0.0,-4.12286
2022-10-11 22:00:00-07:00,2022-10-11 22:00:00-07:00,2022-10-11 23:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,80.08568,84.06181,0.0,-3.97612
2022-10-11 23:00:00-07:00,2022-10-11 23:00:00-07:00,2022-10-12 00:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,71.70588,75.25806,0.0,-3.55218
2022-10-12 00:00:00-07:00,2022-10-12 00:00:00-07:00,2022-10-12 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,68.2775,71.20398,0.0,-2.92648
2022-10-12 01:00:00-07:00,2022-10-12 01:00:00-07:00,2022-10-12 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.75969,68.2013,0.0,-2.44161
2022-10-12 02:00:00-07:00,2022-10-12 02:00:00-07:00,2022-10-12 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.79207,67.10727,0.0,-2.3152
2022-10-12 03:00:00-07:00,2022-10-12 03:00:00-07:00,2022-10-12 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.78753,67.15125,0.0,-2.36372
2022-10-12 04:00:00-07:00,2022-10-12 04:00:00-07:00,2022-10-12 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.65025,68.03839,0.0,-2.38815
2022-10-12 05:00:00-07:00,2022-10-12 05:00:00-07:00,2022-10-12 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,75.59,78.42913,0.0,-2.83913
2022-10-12 06:00:00-07:00,2022-10-12 06:00:00-07:00,2022-10-12 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,91.79746,94.87129,0.0,-3.07383
2022-10-12 07:00:00-07:00,2022-10-12 07:00:00-07:00,2022-10-12 08:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,88.00442,91.5473,0.0,-3.54288
2022-10-12 08:00:00-07:00,2022-10-12 08:00:00-07:00,2022-10-12 09:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,61.94501,66.76422,-0.68651,-4.13271
2022-10-12 09:00:00-07:00,2022-10-12 09:00:00-07:00,2022-10-12 10:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,51.72606,61.67321,-5.55602,-4.39113
2022-10-12 10:00:00-07:00,2022-10-12 10:00:00-07:00,2022-10-12 11:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,48.94351,59.05421,-5.70526,-4.40544
2022-10-12 11:00:00-07:00,2022-10-12 11:00:00-07:00,2022-10-12 12:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,47.87796,58.16217,-5.75919,-4.52502
2022-10-12 12:00:00-07:00,2022-10-12 12:00:00-07:00,2022-10-12 13:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,49.96741,59.49763,-4.92511,-4.60512
2022-10-12 13:00:00-07:00,2022-10-12 13:00:00-07:00,2022-10-12 14:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,56.07186,63.71375,-2.49382,-5.14807
2022-10-12 14:00:00-07:00,2022-10-12 14:00:00-07:00,2022-10-12 15:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,57.76772,67.07288,-3.78507,-5.5201
2022-10-12 15:00:00-07:00,2022-10-12 15:00:00-07:00,2022-10-12 16:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.9091,73.63278,-0.39267,-5.33101
2022-10-12 16:00:00-07:00,2022-10-12 16:00:00-07:00,2022-10-12 17:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,78.04536,78.04536,0.0,0.0
2022-10-12 17:00:00-07:00,2022-10-12 17:00:00-07:00,2022-10-12 18:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,92.4,92.4,0.0,0.0
2022-10-12 18:00:00-07:00,2022-10-12 18:00:00-07:00,2022-10-12 19:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,118.75078,118.75078,0.0,0.0
2022-10-12 19:00:00-07:00,2022-10-12 19:00:00-07:00,2022-10-12 20:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,93.4,93.4,0.0,0.0
2022-10-12 20:00:00-07:00,2022-10-12 20:00:00-07:00,2022-10-12 21:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,88.87465,89.08854,-0.21389,0.0
2022-10-12 21:00:00-07:00,2022-10-12 21:00:00-07:00,2022-10-12 22:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,85.63502,85.63502,0.0,0.0
2022-10-12 22:00:00-07:00,2022-10-12 22:00:00-07:00,2022-10-12 23:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,78.71636,78.71636,0.0,0.0
2022-10-12 23:00:00-07:00,2022-10-12 23:00:00-07:00,2022-10-13 00:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,72.68841,72.68841,0.0,0.0
2022-10-13 00:00:00-07:00,2022-10-13 00:00:00-07:00,2022-10-13 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.4037,70.63896,0.0,-3.23526
2022-10-13 01:00:00-07:00,2022-10-13 01:00:00-07:00,2022-10-13 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.75684,68.5324,0.0,-2.77556
2022-10-13 02:00:00-07:00,2022-10-13 02:00:00-07:00,2022-10-13 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,63.92681,66.47272,0.0,-2.54591
2022-10-13 03:00:00-07:00,2022-10-13 03:00:00-07:00,2022-10-13 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.04382,66.58054,0.0,-2.53672
2022-10-13 04:00:00-07:00,2022-10-13 04:00:00-07:00,2022-10-13 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.24325,66.86433,0.0,-2.62108
2022-10-13 05:00:00-07:00,2022-10-13 05:00:00-07:00,2022-10-13 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.94635,70.85864,0.0,-2.91229
2022-10-13 06:00:00-07:00,2022-10-13 06:00:00-07:00,2022-10-13 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,85.99399,89.54909,0.0,-3.5551
2022-10-13 07:00:00-07:00,2022-10-13 07:00:00-07:00,2022-10-13 08:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,82.93816,87.22069,0.0,-4.28254
2022-10-13 08:00:00-07:00,2022-10-13 08:00:00-07:00,2022-10-13 09:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,59.83785,69.76998,-5.1459,-4.78622
2022-10-13 09:00:00-07:00,2022-10-13 09:00:00-07:00,2022-10-13 10:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,49.99317,63.51218,-8.57776,-4.94125
2022-10-13 10:00:00-07:00,2022-10-13 10:00:00-07:00,2022-10-13 11:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,45.7172,59.19344,-8.53358,-4.94265
2022-10-13 11:00:00-07:00,2022-10-13 11:00:00-07:00,2022-10-13 12:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,43.33071,58.1462,-9.8091,-5.00639
2022-10-13 12:00:00-07:00,2022-10-13 12:00:00-07:00,2022-10-13 13:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,46.16492,59.92416,-8.77954,-4.9797
2022-10-13 13:00:00-07:00,2022-10-13 13:00:00-07:00,2022-10-13 14:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,46.23295,61.61626,-10.12745,-5.25587
2022-10-13 14:00:00-07:00,2022-10-13 14:00:00-07:00,2022-10-13 15:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,48.86364,64.18453,-9.40307,-5.91781
2022-10-13 15:00:00-07:00,2022-10-13 15:00:00-07:00,2022-10-13 16:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,59.51491,70.65627,-5.2133,-5.92806
2022-10-13 16:00:00-07:00,2022-10-13 16:00:00-07:00,2022-10-13 17:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,68.9765,74.3048,-5.32831,0.0
2022-10-13 17:00:00-07:00,2022-10-13 17:00:00-07:00,2022-10-13 18:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,90.23,90.23,0.0,0.0
2022-10-13 18:00:00-07:00,2022-10-13 18:00:00-07:00,2022-10-13 19:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,101.16803,101.12304,0.045,0.0
2022-10-13 19:00:00-07:00,2022-10-13 19:00:00-07:00,2022-10-13 20:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,90.10801,90.09,0.01801,0.0
2022-10-13 20:00:00-07:00,2022-10-13 20:00:00-07:00,2022-10-13 21:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,86.52239,86.64881,-0.12642,0.0
2022-10-13 21:00:00-07:00,2022-10-13 21:00:00-07:00,2022-10-13 22:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,83.88997,83.88,0.00997,0.0
2022-10-13 22:00:00-07:00,2022-10-13 22:00:00-07:00,2022-10-13 23:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,77.54719,77.54333,0.00386,0.0
2022-10-13 23:00:00-07:00,2022-10-13 23:00:00-07:00,2022-10-14 00:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,70.82509,74.65488,0.0,-3.8298
2022-10-14 00:00:00-07:00,2022-10-14 00:00:00-07:00,2022-10-14 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,67.82004,71.17972,0.0,-3.35968
2022-10-14 01:00:00-07:00,2022-10-14 01:00:00-07:00,2022-10-14 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,63.85586,66.85077,0.0,-2.99491
2022-10-14 02:00:00-07:00,2022-10-14 02:00:00-07:00,2022-10-14 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,63.28081,66.09652,0.0,-2.81571
2022-10-14 03:00:00-07:00,2022-10-14 03:00:00-07:00,2022-10-14 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,63.69868,66.51214,0.0,-2.81346
2022-10-14 04:00:00-07:00,2022-10-14 04:00:00-07:00,2022-10-14 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.02,67.84224,0.0,-2.82224
2022-10-14 05:00:00-07:00,2022-10-14 05:00:00-07:00,2022-10-14 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,71.03814,74.44786,0.0,-3.40971
2022-10-14 06:00:00-07:00,2022-10-14 06:00:00-07:00,2022-10-14 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,81.53281,85.19625,0.0,-3.66344
2022-10-14 07:00:00-07:00,2022-10-14 07:00:00-07:00,2022-10-14 08:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,78.47198,82.84856,-0.02703,-4.34955
2022-10-14 08:00:00-07:00,2022-10-14 08:00:00-07:00,2022-10-14 09:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,61.16638,66.16995,-0.15332,-4.85026
2022-10-14 09:00:00-07:00,2022-10-14 09:00:00-07:00,2022-10-14 10:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,48.98983,58.38161,-4.31257,-5.0792
2022-10-14 10:00:00-07:00,2022-10-14 10:00:00-07:00,2022-10-14 11:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,43.95462,54.16873,-5.37684,-4.83727
2022-10-14 11:00:00-07:00,2022-10-14 11:00:00-07:00,2022-10-14 12:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,41.75942,52.62318,-6.09084,-4.77292
2022-10-14 12:00:00-07:00,2022-10-14 12:00:00-07:00,2022-10-14 13:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,42.93798,52.66308,-5.24348,-4.48163
2022-10-14 13:00:00-07:00,2022-10-14 13:00:00-07:00,2022-10-14 14:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,44.64646,54.61771,-5.27959,-4.69166
2022-10-14 14:00:00-07:00,2022-10-14 14:00:00-07:00,2022-10-14 15:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,49.11402,59.33784,-5.01396,-5.20986
2022-10-14 15:00:00-07:00,2022-10-14 15:00:00-07:00,2022-10-14 16:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,54.93974,64.82831,-4.03458,-5.854
2022-10-14 16:00:00-07:00,2022-10-14 16:00:00-07:00,2022-10-14 17:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.65959,67.23466,-1.57507,0.0
2022-10-14 17:00:00-07:00,2022-10-14 17:00:00-07:00,2022-10-14 18:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,84.40046,84.40046,0.0,0.0
2022-10-14 18:00:00-07:00,2022-10-14 18:00:00-07:00,2022-10-14 19:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,97.51596,97.15556,0.3604,0.0
2022-10-14 19:00:00-07:00,2022-10-14 19:00:00-07:00,2022-10-14 20:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,86.84619,86.53421,0.31198,0.0
2022-10-14 20:00:00-07:00,2022-10-14 20:00:00-07:00,2022-10-14 21:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,85.64,85.0484,0.5916,0.0
2022-10-14 21:00:00-07:00,2022-10-14 21:00:00-07:00,2022-10-14 22:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,83.34198,83.34198,0.0,0.0
2022-10-14 22:00:00-07:00,2022-10-14 22:00:00-07:00,2022-10-14 23:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,77.28507,77.92384,-0.63877,0.0
2022-10-14 23:00:00-07:00,2022-10-14 23:00:00-07:00,2022-10-15 00:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,70.17711,73.43556,0.14897,-3.40741
2022-10-15 00:00:00-07:00,2022-10-15 00:00:00-07:00,2022-10-15 01:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,68.33164,71.06544,-0.36732,-2.36648
2022-10-15 01:00:00-07:00,2022-10-15 01:00:00-07:00,2022-10-15 02:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,64.13,68.40495,-2.07231,-2.20264
2022-10-15 02:00:00-07:00,2022-10-15 02:00:00-07:00,2022-10-15 03:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,62.07442,67.33642,-3.15437,-2.10763
2022-10-15 03:00:00-07:00,2022-10-15 03:00:00-07:00,2022-10-15 04:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.95403,68.05699,0.0,-2.10296
2022-10-15 04:00:00-07:00,2022-10-15 04:00:00-07:00,2022-10-15 05:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,65.71,67.75624,0.0,-2.04624
2022-10-15 05:00:00-07:00,2022-10-15 05:00:00-07:00,2022-10-15 06:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,68.92625,71.10931,0.0,-2.18306
2022-10-15 06:00:00-07:00,2022-10-15 06:00:00-07:00,2022-10-15 07:00:00-07:00,DAY_AHEAD_HOURLY,TH_ZP26_GEN-APND,Trading Hub,73.22774,75.32169,0.0,-2.09394
