"DateTime";"Middeltemperatur";"Maksimumtemperatur";"Minimumtemperatur"
"2019-10-01 00:00:00";6.8;7.5;5.9
"2019-10-01 01:00:00";6.3;6.6;6
"2019-10-01 02:00:00";6.7;7.2;6.3
"2019-10-01 03:00:00";6.8;7.3;6.3
"2019-10-01 04:00:00";6.5;6.9;6.3
"2019-10-01 05:00:00";6.4;6.5;6.3
"2019-10-01 06:00:00";6.4;6.6;6.2
"2019-10-01 07:00:00";6.6;7.1;6.4
"2019-10-01 08:00:00";7.8;8.7;7
"2019-10-01 09:00:00";9.2;9.8;8.6
"2019-10-01 10:00:00";9.9;10.5;9.7
"2019-10-01 11:00:00";10.6;10.9;10.3
"2019-10-01 12:00:00";11;11.5;10.6
"2019-10-01 13:00:00";10.9;11.9;9.9
"2019-10-01 14:00:00";10.9;11.4;9.3
"2019-10-01 15:00:00";10.1;10.9;8.9
"2019-10-01 16:00:00";10.3;11;9.9
"2019-10-01 17:00:00";9.2;9.9;8.5
"2019-10-01 18:00:00";8.1;8.7;7.7
"2019-10-01 19:00:00";7.5;8;6.9
"2019-10-01 20:00:00";7.2;8;6.7
"2019-10-01 21:00:00";7.3;7.8;6.4
"2019-10-01 22:00:00";6.6;7.1;6.3
"2019-10-01 23:00:00";6.6;7.2;6
"2019-10-02 00:00:00";6.3;6.8;5.9
"2019-10-02 01:00:00";6.8;7.8;6.2
"2019-10-02 02:00:00";7.4;7.7;7.1
"2019-10-02 03:00:00";7.7;8.1;7.2
"2019-10-02 04:00:00";7.2;7.5;7
"2019-10-02 05:00:00";7.4;8;7
"2019-10-02 06:00:00";7.4;7.8;7.1
"2019-10-02 07:00:00";7.8;8.7;7.1
"2019-10-02 08:00:00";9.1;9.7;8.3
"2019-10-02 09:00:00";9.6;10;9.2
"2019-10-02 10:00:00";10.8;11.4;9.9
"2019-10-02 11:00:00";10.2;10.9;9.6
"2019-10-02 12:00:00";10;10.7;9.1
"2019-10-02 13:00:00";9.4;10.5;8.7
"2019-10-02 14:00:00";10.4;10.9;10
"2019-10-02 15:00:00";10.1;10.8;9.5
"2019-10-02 16:00:00";9.6;10;9.1
"2019-10-02 17:00:00";9.8;10;9.5
"2019-10-02 18:00:00";9.5;9.7;9.2
"2019-10-02 19:00:00";9.4;9.7;9.1
"2019-10-02 20:00:00";9;9.2;8.9
"2019-10-02 21:00:00";9;9.2;8.4
"2019-10-02 22:00:00";8.2;8.5;8
"2019-10-02 23:00:00";8.3;8.5;7.8
"2019-10-03 00:00:00";7.5;7.9;7
"2019-10-03 01:00:00";7.1;7.4;6.8
"2019-10-03 02:00:00";7.7;8.1;7.1
"2019-10-03 03:00:00";7.6;8.1;7.3
"2019-10-03 04:00:00";7.7;7.8;7.5
"2019-10-03 05:00:00";7.8;7.9;7.5
"2019-10-03 06:00:00";7.6;7.9;7.4
"2019-10-03 07:00:00";7.9;8;7.7
"2019-10-03 08:00:00";8.2;8.4;7.9
"2019-10-03 09:00:00";8.6;8.9;8.3
"2019-10-03 10:00:00";9;9.2;8.9
"2019-10-03 11:00:00";9.3;9.6;9.1
"2019-10-03 12:00:00";9.6;9.8;9.3
"2019-10-03 13:00:00";10.5;11.1;9.6
"2019-10-03 14:00:00";10.5;11;10.1
"2019-10-03 15:00:00";10.7;11.8;10
"2019-10-03 16:00:00";10.6;10.9;10.1
"2019-10-03 17:00:00";10.2;10.7;9.9
"2019-10-03 18:00:00";9.6;10.1;9.1
"2019-10-03 19:00:00";8.9;9.2;8.6
"2019-10-03 20:00:00";8.4;8.6;8.1
"2019-10-03 21:00:00";7.9;8.3;7.5
"2019-10-03 22:00:00";7.2;7.7;6.7
"2019-10-03 23:00:00";6.9;7.3;6.7
"2019-10-04 00:00:00";7.3;7.5;7.1
"2019-10-04 01:00:00";7.4;7.5;7.2
"2019-10-04 02:00:00";7.2;7.3;7.1
"2019-10-04 03:00:00";7;7.2;7
"2019-10-04 04:00:00";7;7.1;6.9
"2019-10-04 05:00:00";7.1;7.3;6.9
"2019-10-04 06:00:00";7.3;7.5;7.2
"2019-10-04 07:00:00";7.6;7.8;7.4
"2019-10-04 08:00:00";7.7;7.9;7.4
"2019-10-04 09:00:00";7.8;8.3;7.5
"2019-10-04 10:00:00";8.6;8.9;8.2
"2019-10-04 11:00:00";8.8;9.3;8.5
"2019-10-04 12:00:00";9.3;9.8;9.1
"2019-10-04 13:00:00";8.6;9.2;8
"2019-10-04 14:00:00";7.9;8.1;7.8
"2019-10-04 15:00:00";8.2;8.3;8
"2019-10-04 16:00:00";7.8;8.2;7.2
"2019-10-04 17:00:00";7.1;7.3;6.9
"2019-10-04 18:00:00";6.7;7;6.5
"2019-10-04 19:00:00";6.4;6.6;6.2
"2019-10-04 20:00:00";6.2;6.3;6.1
"2019-10-04 21:00:00";6.2;6.3;6.1
"2019-10-04 22:00:00";6.2;6.3;6
"2019-10-04 23:00:00";6.2;6.4;6.2
"2019-10-05 00:00:00";6.2;6.2;6.1
"2019-10-05 01:00:00";6.1;6.2;6
"2019-10-05 02:00:00";6.1;6.3;6
"2019-10-05 03:00:00";6;6.1;5.8
"2019-10-05 04:00:00";5.9;6;5.7
"2019-10-05 05:00:00";5.9;6;5.8
"2019-10-05 06:00:00";5.9;6;5.7
"2019-10-05 07:00:00";5.8;6;5.7
"2019-10-05 08:00:00";6.1;6.4;5.9
"2019-10-05 09:00:00";6.5;6.8;6.3
"2019-10-05 10:00:00";7;7.7;6.7
"2019-10-05 11:00:00";8.1;8.5;7.5
"2019-10-05 12:00:00";8.4;9.1;7.8
"2019-10-05 13:00:00";8.4;8.8;7.7
"2019-10-05 14:00:00";8.6;9;7.8
"2019-10-05 15:00:00";8.1;8.6;7.8
"2019-10-05 16:00:00";7.4;7.8;6.9
"2019-10-05 17:00:00";6;7;4.8
"2019-10-05 18:00:00";4;5.1;3.1
"2019-10-05 19:00:00";2.6;3.2;2
"2019-10-05 20:00:00";2.3;2.5;2
"2019-10-05 21:00:00";1.9;2.2;1.6
"2019-10-05 22:00:00";2.1;2.4;1.8
"2019-10-05 23:00:00";1.9;2.1;1.7
"2019-10-06 00:00:00";2;2.2;1.9
"2019-10-06 01:00:00";2;2.1;1.8
"2019-10-06 02:00:00";1.5;1.8;1.2
"2019-10-06 03:00:00";0.8;1.3;0.3
"2019-10-06 04:00:00";0.3;0.7;0
"2019-10-06 05:00:00";0.2;0.5;-0.1
"2019-10-06 06:00:00";0.1;0.4;-0.2
"2019-10-06 07:00:00";1.6;2.7;0.2
"2019-10-06 08:00:00";3.6;4.8;2.6
"2019-10-06 09:00:00";5.7;7;4.5
"2019-10-06 10:00:00";7.1;7.8;6.3
"2019-10-06 11:00:00";8.7;9.3;7.5
"2019-10-06 12:00:00";9.3;10.1;8.6
"2019-10-06 13:00:00";9;10;8.5
"2019-10-06 14:00:00";9.2;10.2;8.9
"2019-10-06 15:00:00";8.8;10.2;8.1
"2019-10-06 16:00:00";7.8;8.4;7
"2019-10-06 17:00:00";7;7.4;6.2
"2019-10-06 18:00:00";5.3;6.2;4.8
"2019-10-06 19:00:00";4.4;5.1;3.6
"2019-10-06 20:00:00";3.1;3.7;2.2
"2019-10-06 21:00:00";2.5;2.8;2
"2019-10-06 22:00:00";2.5;2.7;2.1
"2019-10-06 23:00:00";2.4;2.9;2
"2019-10-07 00:00:00";2.1;2.4;1.8
"2019-10-07 01:00:00";2.2;2.6;1.8
"2019-10-07 02:00:00";2;2.4;1.2
"2019-10-07 03:00:00";1;1.3;0.7
"2019-10-07 04:00:00";1.9;2.2;1.2
"2019-10-07 05:00:00";1.9;2.4;1.2
"2019-10-07 06:00:00";0.9;1.3;0.4
"2019-10-07 07:00:00";1.4;2.2;0.3
"2019-10-07 08:00:00";3.1;4.4;2.1
"2019-10-07 09:00:00";5.3;6.6;4.2
"2019-10-07 10:00:00";6.8;7.4;6.3
"2019-10-07 11:00:00";7.3;7.8;6.9
"2019-10-07 12:00:00";7.6;8.1;7.2
"2019-10-07 13:00:00";7.8;8;7.6
"2019-10-07 14:00:00";7.8;8;7.5
"2019-10-07 15:00:00";7.6;7.8;7.5
"2019-10-07 16:00:00";7.2;7.6;6.9
"2019-10-07 17:00:00";6.4;6.9;5.9
"2019-10-07 18:00:00";5.6;6.1;5.3
"2019-10-07 19:00:00";5.4;5.5;5.2
"2019-10-07 20:00:00";5.6;5.7;5.5
"2019-10-07 21:00:00";5.7;5.9;5.5
"2019-10-07 22:00:00";5.8;6.1;5.7
"2019-10-07 23:00:00";6.2;6.3;6
"2019-10-08 00:00:00";6.2;6.3;6.1
"2019-10-08 01:00:00";6.1;6.3;5.9
"2019-10-08 02:00:00";6;6.1;5.9
"2019-10-08 03:00:00";6.2;6.5;6
"2019-10-08 04:00:00";6.6;7;6.4
"2019-10-08 05:00:00";7.2;7.4;6.9
"2019-10-08 06:00:00";7.7;8.1;7.3
"2019-10-08 07:00:00";8.1;8.3;8
"2019-10-08 08:00:00";9.3;10.7;8.2
"2019-10-08 09:00:00";12.1;13.1;10.7
"2019-10-08 10:00:00";13.5;14.2;13
"2019-10-08 11:00:00";13.4;14.6;12.7
"2019-10-08 12:00:00";14.5;14.8;14
"2019-10-08 13:00:00";14.4;15.2;14
"2019-10-08 14:00:00";14.1;14.8;13.3
"2019-10-08 15:00:00";13.6;13.9;13.3
"2019-10-08 16:00:00";13.1;13.7;12.4
"2019-10-08 17:00:00";11.9;12.6;11.4
"2019-10-08 18:00:00";10.7;11.4;9.9
"2019-10-08 19:00:00";10.3;10.9;9.8
"2019-10-08 20:00:00";10.3;10.9;9.8
"2019-10-08 21:00:00";9.5;10.4;9
"2019-10-08 22:00:00";9.1;9.4;8.8
"2019-10-08 23:00:00";9.7;10.1;9.1
"2019-10-09 00:00:00";8.8;9.2;8.3
"2019-10-09 01:00:00";8.4;8.8;7.8
"2019-10-09 02:00:00";7.5;7.9;7.1
"2019-10-09 03:00:00";7;7.3;6.8
"2019-10-09 04:00:00";7.3;8.3;6.7
"2019-10-09 05:00:00";7.5;8.3;7.1
"2019-10-09 06:00:00";7.6;8.6;7.1
"2019-10-09 07:00:00";9;9.4;8.5
"2019-10-09 08:00:00";9.6;10.3;9
"2019-10-09 09:00:00";11;12;10.2
"2019-10-09 10:00:00";12.5;13.4;11.8
"2019-10-09 11:00:00";13.5;13.7;13.2
"2019-10-09 12:00:00";12.5;13.4;11.4
"2019-10-09 13:00:00";12;12.8;11.2
"2019-10-09 14:00:00";11.4;12.2;10.2
"2019-10-09 15:00:00";10.1;10.6;9.7
"2019-10-09 16:00:00";9.8;10;9.7
"2019-10-09 17:00:00";9.4;9.9;9
"2019-10-09 18:00:00";8.9;9.1;8.8
"2019-10-09 19:00:00";8.9;9.1;8.5
"2019-10-09 20:00:00";8.5;8.7;8.4
"2019-10-09 21:00:00";8.4;8.5;8.3
"2019-10-09 22:00:00";8.4;8.5;8.2
"2019-10-09 23:00:00";8.5;8.6;8.3
"2019-10-10 00:00:00";8.4;8.6;8.2
"2019-10-10 01:00:00";8.4;8.6;8.2
"2019-10-10 02:00:00";8.3;8.5;8.2
"2019-10-10 03:00:00";8.4;8.6;8.1
"2019-10-10 04:00:00";7.4;8.1;6.7
"2019-10-10 05:00:00";6.5;6.8;6.1
"2019-10-10 06:00:00";7;7.2;6.3
"2019-10-10 07:00:00";6.8;7.5;6.3
"2019-10-10 08:00:00";8.4;9.6;7.4
"2019-10-10 09:00:00";9.7;10.1;9.1
"2019-10-10 10:00:00";10.7;11.7;9.7
"2019-10-10 11:00:00";11.7;12.5;10.2
"2019-10-10 12:00:00";11.8;12.9;10.4
"2019-10-10 13:00:00";12;12.9;10.8
"2019-10-10 14:00:00";11.9;12.7;10.8
"2019-10-10 15:00:00";11;11.4;10.6
"2019-10-10 16:00:00";10.9;11.2;10.8
"2019-10-10 17:00:00";10.7;10.9;10.6
"2019-10-10 18:00:00";10.6;10.8;10.4
"2019-10-10 19:00:00";10.4;10.7;10.2
"2019-10-10 20:00:00";10.4;10.7;10.2
"2019-10-10 21:00:00";10.4;10.8;10.2
"2019-10-10 22:00:00";10.4;10.7;9.9
"2019-10-10 23:00:00";10;10.2;9.8
"2019-10-11 00:00:00";10.2;10.5;9.9
"2019-10-11 01:00:00";10;10.2;9.8
"2019-10-11 02:00:00";9.9;10.2;9.7
"2019-10-11 03:00:00";11.1;12.2;10.1
"2019-10-11 04:00:00";12;12.2;11.7
"2019-10-11 05:00:00";12.2;12.5;11.9
"2019-10-11 06:00:00";12.2;12.5;12
"2019-10-11 07:00:00";12.2;12.5;11.9
"2019-10-11 08:00:00";12.5;13;12.1
"2019-10-11 09:00:00";13.5;14;12.9
"2019-10-11 10:00:00";13.7;14.1;13.3
"2019-10-11 11:00:00";12.4;13.4;11.3
"2019-10-11 12:00:00";12.5;13.2;11.4
"2019-10-11 13:00:00";12.8;13.2;12.6
"2019-10-11 14:00:00";12.4;12.6;12.3
"2019-10-11 15:00:00";12;12.4;11.6
"2019-10-11 16:00:00";11.4;11.7;11.2
"2019-10-11 17:00:00";11.3;11.4;11.1
"2019-10-11 18:00:00";11.1;11.3;10.9
"2019-10-11 19:00:00";11.1;11.3;10.9
"2019-10-11 20:00:00";11.1;11.4;10.9
"2019-10-11 21:00:00";11.2;11.3;11
"2019-10-11 22:00:00";11.1;11.3;10.9
"2019-10-11 23:00:00";11;11.2;10.7
"2019-10-12 00:00:00";10.7;10.9;10.6
"2019-10-12 01:00:00";10.7;11;10.5
