GasDay;NG Demand DK MWh
2019-01-01 00:00:00+00:00;83147.566
2019-01-02 00:00:00+00:00;125222.528
2019-01-03 00:00:00+00:00;129278.5
2019-01-04 00:00:00+00:00;99091.506
2019-01-05 00:00:00+00:00;100206.656
2019-01-06 00:00:00+00:00;116218.283
2019-01-07 00:00:00+00:00;115989.483
2019-01-08 00:00:00+00:00;120874.251
2019-01-09 00:00:00+00:00;147214.261
2019-01-10 00:00:00+00:00;146170.451
2019-01-11 00:00:00+00:00;121119.573
2019-01-12 00:00:00+00:00;110460.895
2019-01-13 00:00:00+00:00;98519.271
2019-01-14 00:00:00+00:00;137448.563
2019-01-15 00:00:00+00:00;127715.169
2019-01-16 00:00:00+00:00;116351.042
2019-01-17 00:00:00+00:00;147236.979
2019-01-18 00:00:00+00:00;152722.899
2019-01-19 00:00:00+00:00;129492.667
2019-01-20 00:00:00+00:00;130840.415
2019-01-21 00:00:00+00:00;147116.125
2019-01-22 00:00:00+00:00;148781.953
2019-01-23 00:00:00+00:00;163682.163
2019-01-24 00:00:00+00:00;175805.1
2019-01-25 00:00:00+00:00;171221.404
2019-01-26 00:00:00+00:00;139841.994
2019-01-27 00:00:00+00:00;125665.866
2019-01-28 00:00:00+00:00;144722.282
2019-01-29 00:00:00+00:00;149832.049
2019-01-30 00:00:00+00:00;145594.439
2019-01-31 00:00:00+00:00;151173.923
2019-02-01 00:00:00+00:00;140381.902
2019-02-02 00:00:00+00:00;124734.842
2019-02-03 00:00:00+00:00;127419.245
2019-02-04 00:00:00+00:00;140854.083
2019-02-05 00:00:00+00:00;123876.013
2019-02-06 00:00:00+00:00;133040.014
2019-02-07 00:00:00+00:00;119698.135
2019-02-08 00:00:00+00:00;107684.278
2019-02-09 00:00:00+00:00;89733.241
2019-02-10 00:00:00+00:00;105599.359
2019-02-11 00:00:00+00:00;125575.617
2019-02-12 00:00:00+00:00;127944.573
2019-02-13 00:00:00+00:00;114753.169
2019-02-14 00:00:00+00:00;120602.569
2019-02-15 00:00:00+00:00;109372.49
2019-02-16 00:00:00+00:00;93373.371
2019-02-17 00:00:00+00:00;93465.311
2019-02-18 00:00:00+00:00;101084.253
2019-02-19 00:00:00+00:00;107012.431
2019-02-20 00:00:00+00:00;109146.183
2019-02-21 00:00:00+00:00;106603.559
2019-02-22 00:00:00+00:00;119498.079
2019-02-23 00:00:00+00:00;104214.807
2019-02-24 00:00:00+00:00;95348.019
2019-02-25 00:00:00+00:00;104179.367
2019-02-26 00:00:00+00:00;93711.81
2019-02-27 00:00:00+00:00;87326.554
2019-02-28 00:00:00+00:00;92366.531
2019-03-01 00:00:00+00:00;101453.478
2019-03-02 00:00:00+00:00;92673.539
2019-03-03 00:00:00+00:00;75174.072
2019-03-04 00:00:00+00:00;96266.392
2019-03-05 00:00:00+00:00;112736.392
2019-03-06 00:00:00+00:00;114722.368
2019-03-07 00:00:00+00:00;110996.848
2019-03-08 00:00:00+00:00;107872.769
2019-03-09 00:00:00+00:00;94727.587
2019-03-10 00:00:00+00:00;117321.933
2019-03-11 00:00:00+00:00;129023.84
2019-03-12 00:00:00+00:00;120513.253
2019-03-13 00:00:00+00:00;112854.622
2019-03-14 00:00:00+00:00;119459.826
2019-03-15 00:00:00+00:00;113674.437
2019-03-16 00:00:00+00:00;89604.116
2019-03-17 00:00:00+00:00;83938.868
2019-03-18 00:00:00+00:00;103959.612
2019-03-19 00:00:00+00:00;103258.768
2019-03-20 00:00:00+00:00;96499.95
2019-03-21 00:00:00+00:00;88004.155
2019-03-22 00:00:00+00:00;86867.37
2019-03-23 00:00:00+00:00;77166.109
2019-03-24 00:00:00+00:00;77060.049
2019-03-25 00:00:00+00:00;96213.753
2019-03-26 00:00:00+00:00;94817.405
2019-03-27 00:00:00+00:00;88833.567
2019-03-28 00:00:00+00:00;86655.929
2019-03-29 00:00:00+00:00;72985.537
2019-03-30 00:00:00+00:00;61077.531
2019-03-31 00:00:00+00:00;79207.818
2019-04-01 00:00:00+00:00;101107.827
2019-04-02 00:00:00+00:00;83841.355
2019-04-03 00:00:00+00:00;83428.17
2019-04-04 00:00:00+00:00;78148.243
2019-04-05 00:00:00+00:00;68171.239
2019-04-06 00:00:00+00:00;56495.616
2019-04-07 00:00:00+00:00;55801.375
2019-04-08 00:00:00+00:00;75709.643
2019-04-09 00:00:00+00:00;88365.319
2019-04-10 00:00:00+00:00;99102.484
2019-04-11 00:00:00+00:00;103747.398
2019-04-12 00:00:00+00:00;98335.948
2019-04-13 00:00:00+00:00;87176.867
2019-04-14 00:00:00+00:00;82060.635
2019-04-15 00:00:00+00:00;90834.47
2019-04-16 00:00:00+00:00;86840.978
2019-04-17 00:00:00+00:00;72525.793
2019-04-18 00:00:00+00:00;55890.792
2019-04-19 00:00:00+00:00;51928.982
2019-04-20 00:00:00+00:00;48630.529
2019-04-21 00:00:00+00:00;47004.543
2019-04-22 00:00:00+00:00;46554.081
2019-04-23 00:00:00+00:00;56817.313
2019-04-24 00:00:00+00:00;55610.846
2019-04-25 00:00:00+00:00;54358.886
2019-04-26 00:00:00+00:00;52311.481
2019-04-27 00:00:00+00:00;52432.965
2019-04-28 00:00:00+00:00;52552.902
2019-04-29 00:00:00+00:00;62012.983
2019-04-30 00:00:00+00:00;58063.75
2019-05-01 00:00:00+00:00;55859.497
2019-05-02 00:00:00+00:00;73783.657
2019-05-03 00:00:00+00:00;75725.171
2019-05-04 00:00:00+00:00;68271.834
2019-05-05 00:00:00+00:00;62747.506
2019-05-06 00:00:00+00:00;78736.016
2019-05-07 00:00:00+00:00;83295.161
2019-05-08 00:00:00+00:00;73168.882
2019-05-09 00:00:00+00:00;71901.737
2019-05-10 00:00:00+00:00;70716.585
2019-05-11 00:00:00+00:00;55592.886
2019-05-12 00:00:00+00:00;53788.996
2019-05-13 00:00:00+00:00;68454.471
2019-05-14 00:00:00+00:00;67895.078
2019-05-15 00:00:00+00:00;62308.192
2019-05-16 00:00:00+00:00;64047.027
2019-05-17 00:00:00+00:00;61526.508
2019-05-18 00:00:00+00:00;48966.173
2019-05-19 00:00:00+00:00;42146.216
2019-05-20 00:00:00+00:00;56260.857
2019-05-21 00:00:00+00:00;54233.742
2019-05-22 00:00:00+00:00;64975.356
2019-05-23 00:00:00+00:00;59057.549
2019-05-24 00:00:00+00:00;59589.658
2019-05-25 00:00:00+00:00;50256.307
2019-05-26 00:00:00+00:00;50916.811
2019-05-27 00:00:00+00:00;63768.789
2019-05-28 00:00:00+00:00;73445.351
2019-05-29 00:00:00+00:00;64886.268
2019-05-30 00:00:00+00:00;51952.573
2019-05-31 00:00:00+00:00;54453.871
2019-06-01 00:00:00+00:00;46033.782
2019-06-02 00:00:00+00:00;42783.544
2019-06-03 00:00:00+00:00;61086.044
2019-06-04 00:00:00+00:00;58424.21
2019-06-05 00:00:00+00:00;41370.788
2019-06-06 00:00:00+00:00;41958.592
2019-06-07 00:00:00+00:00;45082.506
2019-06-08 00:00:00+00:00;33633.114
2019-06-09 00:00:00+00:00;35734.103
2019-06-10 00:00:00+00:00;37750.693
2019-06-11 00:00:00+00:00;53772.366
2019-06-12 00:00:00+00:00;48039.885
2019-06-13 00:00:00+00:00;48352.929
2019-06-14 00:00:00+00:00;41543.429
2019-06-15 00:00:00+00:00;31256.791
2019-06-16 00:00:00+00:00;33762.102
2019-06-17 00:00:00+00:00;47246.985
2019-06-18 00:00:00+00:00;55604.975
2019-06-19 00:00:00+00:00;53068.599
2019-06-20 00:00:00+00:00;49777.134
2019-06-21 00:00:00+00:00;46379.086
2019-06-22 00:00:00+00:00;37846.682
2019-06-23 00:00:00+00:00;33080.528
2019-06-24 00:00:00+00:00;43325.85
2019-06-25 00:00:00+00:00;43224.79
2019-06-26 00:00:00+00:00;41469.137
2019-06-27 00:00:00+00:00;45620.122
2019-06-28 00:00:00+00:00;46425.99
2019-06-29 00:00:00+00:00;33469.709
2019-06-30 00:00:00+00:00;40507.175
2019-07-01 00:00:00+00:00;45403.653
2019-07-02 00:00:00+00:00;50072.973
2019-07-03 00:00:00+00:00;54662.301
2019-07-04 00:00:00+00:00;55988.153
2019-07-05 00:00:00+00:00;50311.812
2019-07-06 00:00:00+00:00;41743.935
2019-07-07 00:00:00+00:00;42466.415
2019-07-08 00:00:00+00:00;51123.197
2019-07-09 00:00:00+00:00;50713.75
2019-07-10 00:00:00+00:00;49478.888
2019-07-11 00:00:00+00:00;56256.144
2019-07-12 00:00:00+00:00;35461.899
2019-07-13 00:00:00+00:00;24475.969
2019-07-14 00:00:00+00:00;25179.494
2019-07-15 00:00:00+00:00;37864.991
2019-07-16 00:00:00+00:00;37554.783
2019-07-17 00:00:00+00:00;43301.323
2019-07-18 00:00:00+00:00;36130.441
2019-07-19 00:00:00+00:00;38347.007
2019-07-20 00:00:00+00:00;34326.941
2019-07-21 00:00:00+00:00;31314.39
2019-07-22 00:00:00+00:00;41481.345
2019-07-23 00:00:00+00:00;41478.847
2019-07-24 00:00:00+00:00;39116.817
2019-07-25 00:00:00+00:00;38847.141
2019-07-26 00:00:00+00:00;34923.546
2019-07-27 00:00:00+00:00;29391.576
2019-07-28 00:00:00+00:00;38577.759
2019-07-29 00:00:00+00:00;44291.523
2019-07-30 00:00:00+00:00;37708.627
2019-07-31 00:00:00+00:00;46750.928
2019-08-01 00:00:00+00:00;54303.39
2019-08-02 00:00:00+00:00;44968.202
2019-08-03 00:00:00+00:00;41148.886
2019-08-04 00:00:00+00:00;44596.259
2019-08-05 00:00:00+00:00;53268.245
2019-08-06 00:00:00+00:00;54379.742
2019-08-07 00:00:00+00:00;53147.746
2019-08-08 00:00:00+00:00;45875.723
2019-08-09 00:00:00+00:00;45636.318
2019-08-10 00:00:00+00:00;26187.978
2019-08-11 00:00:00+00:00;32010.819
2019-08-12 00:00:00+00:00;53082.722
2019-08-13 00:00:00+00:00;56957.885
2019-08-14 00:00:00+00:00;57143.345
2019-08-15 00:00:00+00:00;53877.485
2019-08-16 00:00:00+00:00;52190.676
2019-08-17 00:00:00+00:00;35952.219
2019-08-18 00:00:00+00:00;39961.202
2019-08-19 00:00:00+00:00;60657.232
2019-08-20 00:00:00+00:00;61913.441
2019-08-21 00:00:00+00:00;64684.178
2019-08-22 00:00:00+00:00;46929.895
2019-08-23 00:00:00+00:00;47347.179
2019-08-24 00:00:00+00:00;31131.628
2019-08-25 00:00:00+00:00;35449.743
2019-08-26 00:00:00+00:00;65654.534
2019-08-27 00:00:00+00:00;64278.374
2019-08-28 00:00:00+00:00;52618.803
2019-08-29 00:00:00+00:00;52776.168
2019-08-30 00:00:00+00:00;44899.742
2019-08-31 00:00:00+00:00;27189.312
2019-09-01 00:00:00+00:00;28841.395
2019-09-02 00:00:00+00:00;46334.534
2019-09-03 00:00:00+00:00;45127.754
2019-09-04 00:00:00+00:00;47811.965
2019-09-05 00:00:00+00:00;51588.64
2019-09-06 00:00:00+00:00;58147.069
2019-09-07 00:00:00+00:00;42075.193
2019-09-08 00:00:00+00:00;48215.099
2019-09-09 00:00:00+00:00;82058.464
2019-09-10 00:00:00+00:00;59602.682
2019-09-11 00:00:00+00:00;58296.25
2019-09-12 00:00:00+00:00;61279.356
2019-09-13 00:00:00+00:00;49301.944
2019-09-14 00:00:00+00:00;42886.987
2019-09-15 00:00:00+00:00;42275.254
2019-09-16 00:00:00+00:00;67419.23
2019-09-17 00:00:00+00:00;64952.18
2019-09-18 00:00:00+00:00;66468.273
2019-09-19 00:00:00+00:00;66653.935
2019-09-20 00:00:00+00:00;60945.313
2019-09-21 00:00:00+00:00;45033.005
2019-09-22 00:00:00+00:00;43013.058
2019-09-23 00:00:00+00:00;70074.645
2019-09-24 00:00:00+00:00;68512.375
2019-09-25 00:00:00+00:00;73882.903
2019-09-26 00:00:00+00:00;64109.412
2019-09-27 00:00:00+00:00;62091.153
2019-09-28 00:00:00+00:00;46737.594
2019-09-29 00:00:00+00:00;52191.928
2019-09-30 00:00:00+00:00;69875.064
2019-10-01 00:00:00+00:00;85089.204
2019-10-02 00:00:00+00:00;79816.078
2019-10-03 00:00:00+00:00;86203.534
2019-10-04 00:00:00+00:00;87897.616
2019-10-05 00:00:00+00:00;81985.968
2019-10-06 00:00:00+00:00;87850.604
2019-10-07 00:00:00+00:00;109440.045
2019-10-08 00:00:00+00:00;90217.296
2019-10-09 00:00:00+00:00;81486.377
2019-10-10 00:00:00+00:00;74998.447
2019-10-11 00:00:00+00:00;67659.335
2019-10-12 00:00:00+00:00;59072.716
2019-10-13 00:00:00+00:00;66314.63
2019-10-14 00:00:00+00:00;89913.281
2019-10-15 00:00:00+00:00;100745.605
2019-10-16 00:00:00+00:00;88771.136
2019-10-17 00:00:00+00:00;84160.788
2019-10-18 00:00:00+00:00;69350.263
2019-10-19 00:00:00+00:00;61853.857
2019-10-20 00:00:00+00:00;66460.874
2019-10-21 00:00:00+00:00;86796.653
2019-10-22 00:00:00+00:00;85382.323
2019-10-23 00:00:00+00:00;88403.397
2019-10-24 00:00:00+00:00;79088.415
2019-10-25 00:00:00+00:00;75838.027
2019-10-26 00:00:00+00:00;62098.41
2019-10-27 00:00:00+00:00;71645.613
2019-10-28 00:00:00+00:00;94945.478
2019-10-29 00:00:00+00:00;115675.005
2019-10-30 00:00:00+00:00;111441.395
2019-10-31 00:00:00+00:00;108468.014
2019-11-01 00:00:00+00:00;111286.443
2019-11-02 00:00:00+00:00;91927.204
2019-11-03 00:00:00+00:00;86041.605
2019-11-04 00:00:00+00:00;102037.758
2019-11-05 00:00:00+00:00;125967.832
2019-11-06 00:00:00+00:00;133096.252
2019-11-07 00:00:00+00:00;124546.775
2019-11-08 00:00:00+00:00;112648.95
2019-11-09 00:00:00+00:00;100999.82
2019-11-10 00:00:00+00:00;95785.479
2019-11-11 00:00:00+00:00;107407.541
2019-11-12 00:00:00+00:00;110556.673
